"Vile Scarecrow";"70";"1";"0";"0";"4";"0";"11291";"0.67";"0.1";"0.1";"0.1";"0.7";"0.1";"0.67";"0.9";"0.52";"0.52";"1";"0.52";"0.52";"0.9"
"Olthoi Brood Queen Nymph";"70";"1";"0";"6";"6";"4";"49468";"1.1";"1";"1";"1";"1.1";"1.1";"1";"0.45";"0.8";"0.8";"0.45";"0.5";"0.25";"0.4"
"Caulnalain Crystal";"79";"1";"0";"6";"6";"1";"16000";"1.4";"1.1";"1";"1.5";"2";"1.4";"1";"0.5";"0.8";"0.9";"0.2";"0.6";"0.3";"0.9"
"Vicious Scarecrow";"79";"1";"0";"0";"4";"0";"13332";"0.67";"0.1";"0.1";"0.1";"0.7";"0.1";"0.67";"0.9";"0.52";"0.52";"1";"0.52";"0.52";"0.9"
"Villainous Scarecrow";"85";"1";"0";"0";"4";"0";"15729";"0.67";"0.1";"0.1";"0.1";"0.7";"0.1";"0.67";"0.9";"0.52";"0.52";"1";"0.52";"0.52";"0.9"
"Tumerok High Priest";"95";"1";"0";"2";"2";"1";"36450";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Crystal Minion";"100";"1";"0";"0";"0";"0";"0";"0.8";"0.59";"0.69";"0.59";"0.32";"0.59";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5";"0.5"
"Reijiri";"276";"1";"0";"0";"4";"1";"1";"1";"0.83";"0.83";"0.97";"0.83";"0.97";"0.83";"1";"0.5";"0.5";"0.5";"0.91";"0.91";"0.5"
"Mud Golem";"626";"1";"0";"0";"4";"0";"152";"1";"1";"1";"1";"1";"1";"1";"500";"500";"500";"500";"500";"500";"50"
"Tumerok Officer";"16";"2";"0";"2";"2";"0";"803";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Goldenback Tusker";"28";"2";"0";"2";"2";"142";"1847";"0.5";"0.8";"0.6";"1";"0.7";"1";"1";"0.5";"1";"0.75";"1";"0.75";"0.75";"0.25"
"Wild Monouga";"28";"2";"0";"2";"2";"43";"1886";"0.25";"0.81";"0.41";"0.6";"0.41";"0.53";"0.17";"0.52";"0.9";"0.45";"0.45";"1";"0.75";"0.46"
"Mosswart Fanatic";"28";"2";"0";"2";"2";"149";"2830";"0.33";"0.54";"0.54";"0.16";"0.4";"1.1";"0.7";"0.55";"0.8";"0.8";"1";"0.38";"0.8";"1"
"Mosswart Idolator";"28";"2";"0";"2";"2";"102";"2983";"0.33";"0.54";"0.54";"0.16";"0.4";"1.1";"0.7";"0.55";"0.8";"0.8";"1";"0.38";"0.8";"1"
"Master of the Swamp";"28";"2";"0.25";"2";"2";"0";"3701";"0.28";"0.52";"0.52";"0.09";"0.4";"0.03";"0.7";"0.55";"0.8";"0.8";"1";"0.38";"0.3";"1"
"Lord of Decay";"28";"2";"0.25";"2";"2";"0";"4098";"0.27";"0.17";"0.5";"0.18";"0.8";"0.02";"0.18";"0.58";"0.3";"1";"0.9";"0.4";"0.42";"0.4"
"Goldenback Tusker";"28";"2";"0";"2";"2";"0";"1847";"0.5";"0.8";"0.6";"1";"0.7";"1";"1";"0.5";"1";"0.75";"1";"0.75";"0.75";"0.25"
"Goldenback Tusker";"28";"2";"0";"2";"2";"4";"1847";"0.5";"0.8";"0.6";"1";"0.7";"1";"1";"0.5";"1";"0.75";"1";"0.75";"0.75";"0.25"
"Tusker Crimsonback";"30";"2";"0";"2";"2";"134";"1821";"0.5";"0.8";"0.6";"1";"0.7";"1";"1";"0.5";"1";"0.75";"1";"0.75";"0.75";"0.25"
"Shadow";"30";"2";"0";"2";"2";"35";"2793";"1";"0.65";"0.77";"0.38";"1";"0.44";"0.65";"1";"0.5";"0.67";"1";"0.1";"0.2";"0.5"
"Ashen Moarsman";"30";"2";"0";"0";"4";"7";"2753";"1";"1.5";"1.5";"1.2";"0.7";"1.5";"1.5";"1";"1";"1";"1";"1";"1";"1"
"Hea Shaman";"30";"2";"0";"2";"2";"1";"3635";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Hea Warrior";"30";"2";"0";"2";"2";"1";"3707";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Linvak Ursuin Cub";"30";"2";"0";"2";"2";"0";"2649";"0.51";"0.8";"0.51";"0.51";"0.71";"0.51";"0.51";"0.58";"1";"0.58";"0.86";"0.58";"0.58";"0.58"
"Ursuin Slasher Cub";"30";"2";"0";"2";"2";"0";"2517";"0.53";"0.8";"0.53";"0.53";"0.72";"0.53";"0.53";"0.58";"1";"0.58";"0.86";"0.58";"0.58";"0.58"
"Devious Shadow";"32";"2";"0";"2";"2";"98";"3611";"0.9";"1.2";"1";"1";"0.8";"1";"1";"1";"0.5";"0.6";"1";"0.1";"0.2";"0.5"
"Olthoi Nymph";"32";"2";"0";"2";"2";"41";"3525";"0.9";"0.8";"0.7";"1";"1";"1.2";"1";"0.75";"1";"1";"0.75";"0.75";"0.42";"0.25"
"Silver Rat";"32";"2";"0";"2";"2";"100";"3716";"0.4";"0.4";"0.8";"0.12";"0.7";"0.12";"0.8";"0.75";"0.75";"1";"1";"0.58";"0.58";"1"
"Olthoi Nymph";"32";"2";"0";"2";"2";"0";"3525";"0.9";"0.8";"0.7";"1";"1";"1.2";"1";"0.75";"1";"1";"0.75";"0.75";"0.42";"0.25"
"Lava Moarsman";"32";"2";"0";"0";"4";"0";"2915";"1";"1.5";"1.5";"1.2";"0.7";"1.5";"1.5";"1";"1";"1";"1";"1";"1";"1"
"Linvak Ursuin";"32";"2";"0";"2";"2";"0";"2805";"0.51";"0.8";"0.51";"0.51";"0.71";"0.51";"0.51";"0.58";"1";"0.58";"0.86";"0.58";"0.58";"0.58"
"Risen Soldier";"32";"2";"0";"2";"2";"214";"3860";"0.8";"0.47";"0.65";"0.03";"0.5";"0.65";"0.72";"1";"0.52";"0.75";"1";"0.1";"0.75";"0.86"
"Ursuin Slasher";"32";"2";"0";"2";"2";"0";"2665";"0.53";"0.8";"0.53";"0.53";"0.72";"0.53";"0.53";"0.58";"1";"0.58";"0.86";"0.58";"0.58";"0.58"
"Dire Mattie";"33";"2";"0";"2";"2";"0";"4432";"0.46";"0.75";"0.7";"0.07";"0.7";"0.61";"0.07";"0.58";"0.9";"0.86";"1";"0.25";"0.75";"0.25"
"Foreman Brelax";"34";"2";"0";"2";"2";"0";"1847";"0.37";"0.16";"0.5";"0.05";"0.82";"0.17";"0.33";"0.58";"0.25";"1";"0.75";"0.3";"0.42";"0.4"
"Scrawed Grievver";"34";"2";"0";"2";"2";"0";"800";"0.6";"0.68";"0.88";"0.22";"0.22";"0.22";"0.22";"1";"0.9";"0.67";"0.25";"0.25";"0.25";"0.25"
"Virindi Servant";"35";"2";"0";"0";"4";"110";"7638";"1";"1";"1";"0.72";"1";"1";"0.72";"1";"1";"1";"1";"0.5";"1";"0.5"
"Granite Golem";"35";"2";"0";"0";"4";"165";"3981";"1.31";"1.74";"1.2";"0.44";"1.63";"0.58";"1.63";"0.53";"0.9";"1";"0.4";"0.1";"0.33";"0.4"
"Iron Golem";"35";"2";"0";"0";"4";"269";"4110";"0.58";"0.69";"0.9";"0.5";"0.44";"0.3";"0.6";"0.33";"0.5";"0.83";"0.1";"0.2";"1";"1"
"Lithos Lugian";"35";"2";"0";"2";"2";"0";"3936";"0.56";"0.56";"0.56";"0.34";"0.14";"0.85";"0.8";"0.66";"0.66";"0.66";"0.25";"0.42";"0.9";"1"
"Skeleton Lord";"35";"2";"0";"2";"2";"150";"4292";"0.37";"0.16";"0.5";"0.05";"0.82";"0.17";"0.33";"0.58";"0.25";"1";"0.9";"0.3";"0.42";"0.4"
"Slithis Eye Stalk";"35";"2";"0";"0";"4";"15";"4328";"0.72";"0.54";"0.21";"0.21";"0.72";"0.54";"0.06";"0.86";"0.58";"0.25";"0.86";"0.25";"0.58";"0.13"
"Lord Cambarth";"35";"2";"0";"2";"2";"0";"2054";"0.37";"0.16";"0.5";"0.05";"0.82";"0.17";"0.33";"0.58";"0.25";"1";"0.75";"0.3";"0.42";"0.4"
"Fragment";"35";"2";"0";"0";"4";"0";"4000";"1";"1";"1";"1.19";"100";"2.78";"1";"1";"1";"1";"0";"0.65";"0.3";"1"
"Laigus Raider";"35";"2";"0";"2";"2";"18";"4301";"0.49";"0.49";"0.49";"0.22";"0.11";"0.83";"0.8";"0.66";"0.66";"0.66";"0.3";"0.42";"0.9";"1"
"Skeleton Lord";"35";"2";"0";"2";"2";"59";"4292";"0.37";"0.16";"0.5";"0.05";"0.82";"0.17";"0.33";"0.58";"0.25";"1";"0.9";"0.3";"0.42";"0.4"
"Esper Ursuin";"35";"2";"0";"2";"2";"0";"3899";"0.53";"0.8";"0.53";"0.53";"0.72";"0.53";"0.53";"0.58";"1";"0.58";"0.86";"0.58";"0.58";"0.58"
"Fragment";"35";"2";"0";"0";"4";"24";"4347";"1";"1";"1";"1.19";"100";"2.78";"1";"1";"1";"1";"0";"0.65";"0.3";"1"
"Laigus Raider";"35";"2";"0";"2";"2";"0";"4301";"0.49";"0.49";"0.49";"0.22";"0.11";"0.83";"0.8";"0.66";"0.66";"0.66";"0.3";"0.42";"0.9";"1"
"Idol";"35";"2";"0";"0";"4";"19";"4387";"0.3";"0.3";"0.3";"0.3";"0.3";"0.3";"0.3";"1";"0.5";"0.67";"1";"0.1";"0.2";"0.5"
"Skeleton Lord";"35";"2";"0";"2";"2";"0";"4292";"0.37";"0.16";"0.5";"0.05";"0.82";"0.17";"0.33";"0.58";"0.25";"1";"0.9";"0.3";"0.42";"0.4"
"Iron Golem";"35";"2";"0";"0";"4";"2";"4110";"0.58";"0.69";"0.9";"0.5";"0.44";"0.3";"0.6";"0.33";"0.5";"0.83";"0.1";"0.2";"1";"1"
"Dark Marionette";"35";"2";"0";"0";"4";"22";"4722";"0.9";"0.71";"0.81";"0.53";"0.75";"0.81";"0.74";"1";"0.5";"0.5";"1";"0.1";"0.91";"0.1"
"Dune Reaver";"35";"2";"0";"2";"2";"37";"4278";"0.47";"0.49";"0.7";"0.37";"0.7";"0.6";"0.49";"1";"0.75";"0.6";"0.38";"1";"0.75";"0.75"
"Dire Mattekar";"35";"2";"0";"2";"2";"5";"4666";"0.46";"0.75";"0.7";"0.07";"0.7";"0.61";"0.07";"0.58";"0.9";"0.86";"1";"0.25";"0.75";"0.25"
"Battered Doll";"35";"2";"0";"0";"4";"22";"4385";"1";"1";"1";"0.79";"1";"1";"0.79";"1";"1";"1";"1";"0.5";"1";"0.5"
"Battered Doll";"35";"2";"0";"0";"4";"0";"4385";"1";"1";"1";"0.79";"1";"1";"0.79";"1";"1";"1";"1";"0.5";"1";"0.5"
"Hea Warrior";"35";"2";"0";"2";"2";"3";"4175";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Marae Ursuin";"35";"2";"0";"2";"2";"0";"3899";"0.53";"0.8";"0.53";"0.53";"0.72";"0.53";"0.53";"0.58";"1";"0.58";"0.86";"0.58";"0.58";"0.58"
"Innocuous Doll";"35";"2";"0";"1";"2";"0";"1743";"1";"1";"1";"0.79";"1";"1";"0.79";"1";"1";"1";"1";"0.5";"1";"0.5"
"Granite Golem";"35";"2";"0";"0";"4";"2";"3981";"1.31";"1.74";"1.2";"0.44";"1.63";"0.58";"1.63";"0.53";"0.9";"1";"0.4";"0.1";"0.33";"0.4"
"Scourge";"35";"2";"0";"0";"4";"0";"4152";"0.85";"0.85";"0.85";"0.85";"0.85";"100";"1";"0.45";"0.45";"0.45";"0.3";"0.3";"0";"0.65"
"Olthoi Drone";"35";"2";"0";"2";"2";"142";"4582";"1.1";"0.8";"0.75";"1";"1.1";"1.1";"1";"0.75";"1";"1";"0.75";"0.75";"0.25";"0.3"
"Tusker Minion";"35";"2";"0";"2";"2";"42";"2405";"0.9";"1";"1.1";"0.4";"0.4";"1";"0.6";"1";"1";"1";"1";"1";"1";"1"
"Tusker Minion";"35";"2";"0";"2";"2";"89";"2427";"0.9";"1";"1.1";"0.4";"0.4";"1";"0.6";"1";"1";"1";"1";"1";"1";"1"
"Jungle Reaver";"35";"2";"0";"2";"2";"9";"4278";"0.47";"0.49";"0.7";"0.37";"0.7";"0.6";"0.49";"1";"0.75";"0.6";"0.38";"1";"0.75";"0.75"
"Iron Golem Guardian";"35";"2";"0";"0";"4";"11";"4110";"0.58";"0.69";"0.9";"0.5";"0.44";"0.3";"0.6";"0.33";"0.5";"0.83";"0.1";"0.2";"1";"1"
"Olthoi Drone";"35";"2";"0";"2";"1";"98";"1528";"1.1";"0.8";"0.75";"1";"1.1";"1.1";"1";"0.75";"1";"1";"0.75";"0.75";"0.25";"0.3"
"Gotrok Lithos";"35";"2";"0";"2";"2";"104";"4290";"0.56";"0.56";"0.56";"0.34";"0.14";"0.85";"0.8";"0.66";"0.66";"0.66";"0.25";"0.42";"0.9";"1"
"Olthoi Soldier Grub";"35";"2";"0";"2";"2";"0";"3600";"1";"1";"1";"1";"1";"1.25";"1.05";"0.65";"0.7";"0.75";"0.55";"0.6";"0.25";"0.45"
"Skeleton Lord";"35";"2";"0";"2";"2";"0";"4292";"0.37";"0.16";"0.5";"0.05";"0.82";"0.17";"0.33";"0.58";"0.25";"1";"0.9";"0.3";"0.42";"0.4"
"Ithik Stalk";"35";"2";"0";"0";"4";"41";"4328";"0.72";"0.54";"0.21";"0.21";"0.72";"0.54";"0.06";"0.1";"0.1";"0.1";"0.1";"0.1";"0.1";"0.1"
"Iron Golem Kingpin";"35";"2";"0.25";"10";"10";"0";"20000";"0.58";"0.69";"0.9";"0.5";"0.44";"0.3";"0.6";"0.33";"0.5";"0.83";"0.1";"0.2";"1";"1"
"Dark Marionette";"35";"2";"0";"0";"4";"0";"4722";"0.9";"0.71";"0.81";"0.53";"0.75";"0.81";"0.74";"1";"0.5";"0.5";"1";"0.1";"0.91";"0.1"
"Cragstone Camp Major";"35";"2";"0";"2";"2";"0";"1900";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Hebian-To Camp Major";"35";"2";"0";"2";"2";"0";"1900";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Zaikhal Camp Major";"35";"2";"0";"2";"2";"0";"1900";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Pristine Doll";"38";"2";"0";"1";"2";"0";"2203";"1";"1";"1";"0.79";"1";"1";"0.79";"1";"1";"1";"1";"0.5";"1";"0.5"
"Copper Golem";"39";"2";"0";"0";"4";"103";"5211";"0.44";"0.58";"0.86";"0.33";"0.33";"0.8";"1";"0.33";"0.5";"0.83";"0.2";"0.2";"1";"1"
"Rank Moarsman";"39";"2";"0";"0";"4";"53";"5149";"0.72";"0.65";"0.38";"0.72";"0.53";"0.19";"0.38";"0.86";"0.75";"0.42";"0.58";"0.86";"0.25";"0.42"
"Amploth Raider";"39";"2";"0";"2";"2";"5";"5173";"0.49";"0.49";"0.49";"0.22";"0.11";"0.83";"0.8";"0.66";"0.66";"0.66";"0.3";"0.42";"0.9";"1"
"Carenzi Burrower";"39";"2";"0";"2";"2";"27";"3939";"0.9";"1.2";"0.8";"1";"0.6";"1";"0.6";"1";"1";"1";"1";"1";"1";"1"
"Bronze Statue of a Banderling";"39";"2";"0";"2";"2";"13";"5197";"1.2";"1.2";"1.3";"1.2";"1.2";"0.8";"1";"0.1";"0.1";"0.2";"0.5";"0.5";"1";"0.8"
"Strand Siraluun";"40";"2";"0";"2";"2";"0";"5657";"1";"1";"0.8";"1";"1";"1";"1";"0.7";"0.5";"0.9";"0.4";"1";"1";"0.4"
"Timber Siraluun";"40";"2";"0";"2";"2";"19";"5657";"1";"1.2";"0.8";"1";"1";"1";"1";"0.9";"0.7";"1";"0.8";"1";"1";"0.6"
"Carenzi Stalker";"40";"2";"0";"2";"2";"0";"5143";"0.9";"1.2";"0.8";"1";"0.6";"1";"0.6";"1";"1";"1";"1";"1";"1";"1"
"Cutthroat";"40";"2";"0";"2";"2";"49";"5143";"0.9";"1";"1.1";"0.4";"0.4";"1";"0.6";"0.67";"0.67";"0.67";"0.67";"0.67";"0.67";"0.67"
"Cragstone Tower Controller Puppet";"40";"2";"0";"1";"2";"0";"3108";"1";"1";"1";"0.79";"1";"1";"0.79";"1";"1";"1";"1";"0.5";"1";"0.5"
"Hebian-To Tower Controller Puppet";"40";"2";"0";"1";"2";"0";"3108";"1";"1";"1";"0.79";"1";"1";"0.79";"1";"1";"1";"1";"0.5";"1";"0.5"
"Zaikhal Tower Controller Puppet";"40";"2";"0";"1";"2";"0";"3108";"1";"1";"1";"0.79";"1";"1";"0.79";"1";"1";"1";"1";"0.5";"1";"0.5"
"Dark Marionette";"42";"2";"0";"2";"2";"0";"3600";"0.9";"0.71";"0.81";"0.53";"0.75";"0.81";"0.74";"1";"0.5";"0.5";"1";"0.1";"0.91";"0.1"
"Candy Stick";"42";"2";"0";"1";"2";"0";"0";"1";"1";"1";"10";"0.81";"0.81";"0.18";"1";"1";"1";"0.3";"0";"0.3";"0.8"
"Innocent Doll";"43";"2";"0";"1";"2";"0";"2800";"1";"1";"1";"0.79";"1";"1";"0.79";"1";"1";"1";"1";"0.5";"1";"0.5"
"Dranith Menacet";"43";"2";"0";"2";"2";"1";"3179";"0.76";"0.76";"0.68";"0.84";"0.64";"0.76";"0.64";"0.5";"0.5";"0.33";"0.25";"0.67";"0.5";"0.25"
"Virindi Master";"44";"2";"0";"0";"4";"62";"11205";"1";"1";"1";"0.72";"1";"1";"0.72";"1";"1";"1";"1";"0.5";"1";"0.5"
"Drudge Lurker";"44";"2";"0";"2";"2";"240";"5774";"0.84";"0.64";"0.9";"0.84";"0.9";"0.84";"0.26";"0.9";"0.61";"1";"1";"0.9";"0.9";"0.23"
"Gigas Lugian";"44";"2";"0";"2";"2";"0";"6288";"0.57";"0.57";"0.57";"0.36";"0.17";"0.86";"0.8";"0.66";"0.66";"0.66";"0.25";"0.42";"0.9";"1"
"Lich Lord";"44";"2";"0";"2";"2";"218";"6752";"0.8";"0.42";"0.62";"0.38";"0.5";"0.62";"0.7";"1";"0.52";"0.75";"1";"0.2";"0.75";"0.86"
"Shadow Wisp";"44";"2";"0";"0";"4";"43";"6741";"1";"1";"1";"10";"0.81";"0.81";"0.18";"1";"1";"1";"0.3";"0";"0.3";"0.8"
"Slithayr Tendril";"44";"2";"0";"0";"4";"0";"6625";"0.73";"0.42";"0.42";"0.24";"0.73";"0.42";"0.24";"0.86";"0.42";"0.42";"0.86";"0.25";"0.42";"0.25"
"Virindi Director";"44";"2";"0";"0";"4";"3";"11290";"1";"1";"1";"0.72";"1";"1";"0.72";"1";"1";"1";"1";"0.5";"1";"0.5"
"Impious Lichen Priest";"44";"2";"0";"2";"2";"6";"6500";"1";"1.2";"1.2";"1.3";"1";"1.6";"1.5";"1";"0.5";"0.7";"1";"0.2";"0.7";"0.6"
"Impious Occasus Guardian";"44";"2";"0";"2";"2";"1";"6500";"1.1";"1.1";"0.9";"1.5";"0.7";"1.5";"1.5";"0.5";"0.4";"0.9";"1";"0.5";"0.6";"0.7"
"Impious Superna Guardian";"44";"2";"0";"2";"2";"1";"6500";"1.1";"1.1";"0.9";"1.5";"1.5";"1.5";"0.7";"0.5";"0.4";"0.9";"0.7";"0.5";"0.6";"1"
"Impious Inferus Guardian";"44";"2";"0";"2";"2";"1";"6500";"1.1";"1.1";"0.9";"0.7";"1.5";"1.5";"1.5";"0.5";"0.4";"0.9";"0.5";"1";"0.6";"0.7"
"Impious Mortuus Guardian";"44";"2";"0";"2";"2";"1";"6500";"1.1";"1.1";"0.9";"1.5";"1.5";"0.7";"1.5";"0.5";"0.4";"0.9";"0.7";"0.5";"1";"0.6"
"Island Armoredillo";"44";"2";"0";"2";"2";"12";"5846";"0.49";"0.7";"0.54";"0.59";"0.6";"0.59";"0.6";"0.53";"1";"0.5";"0.5";"0.5";"0.4";"0.7"
"Shallows Devourer";"44";"2";"0";"2";"2";"6";"5716";"0.8";"0.9";"0.8";"0.61";"1";"0.71";"0.8";"0.85";"1";"0.85";"1";"0.52";"0.45";"0.85"
"Lesser Acolyte";"44";"2";"0";"2";"2";"1";"6752";"0.8";"0.3";"0.55";"0.18";"0.5";"0.55";"0.67";"1";"0.52";"0.75";"1";"0.2";"0.75";"0.86"
"Lesser Acolyte";"44";"2";"0";"2";"2";"1";"6752";"0.8";"0.3";"0.55";"0.18";"0.5";"0.55";"0.67";"1";"0.52";"0.75";"1";"0.2";"0.75";"0.86"
"High Acolyte";"44";"2";"0";"2";"2";"1";"6752";"0.8";"0.42";"0.62";"0.38";"0.5";"0.62";"0.7";"1";"0.52";"0.75";"1";"0.2";"0.75";"0.86"
"Lich Lord";"44";"2";"0";"2";"2";"11";"6752";"0.8";"0.42";"0.62";"0.38";"0.5";"0.62";"0.7";"1";"0.52";"0.75";"1";"0.2";"0.75";"0.86"
"Obeloth Raider";"44";"2";"0";"2";"2";"19";"6572";"0.51";"0.51";"0.51";"0.26";"0.03";"0.84";"0.8";"0.66";"0.66";"0.66";"0.25";"0.42";"0.9";"1"
"Scrawed Grievver";"44";"2";"0";"0";"4";"88";"5931";"0.6";"0.68";"0.88";"0.22";"0.22";"0.22";"0.22";"1";"0.9";"0.67";"0.25";"0.25";"0.25";"0.25"
"Fenmalain Crystal";"44";"2";"0";"6";"6";"1";"6900";"1.4";"1.1";"1";"1.5";"2";"1.4";"1";"0.5";"0.8";"0.9";"0.2";"0.6";"0.3";"0.9"
"Fenmalain Shadow Leader";"44";"2";"0";"2";"2";"1";"6502";"1";"1.2";"1.2";"1.2";"1";"1.5";"1.5";"0.9";"0.5";"0.6";"0.9";"0.1";"0.2";"0.5"
"Obeloth Raider";"44";"2";"0";"2";"2";"13";"6572";"0.51";"0.51";"0.51";"0.26";"0.03";"0.84";"0.8";"0.66";"0.66";"0.66";"0.25";"0.42";"0.9";"1"
"Sotiris Hollow Minion";"44";"2";"0";"0";"4";"38";"6846";"0.76";"0.76";"0.68";"0.84";"0.64";"0.76";"0.64";"0.5";"0.5";"0.33";"0.25";"0.67";"0.5";"0.25"
"Mosswart Zealot";"44";"2";"0";"2";"2";"87";"6336";"0.39";"0.57";"0.57";"0.25";"0.4";"1.13";"0.7";"0.55";"0.8";"0.8";"1";"0.38";"0.8";"1"
"Mosswart Soul Trapper";"44";"2";"0";"2";"2";"143";"6277";"0.39";"0.57";"0.57";"0.25";"0.4";"1.13";"0.7";"0.55";"0.8";"0.8";"1";"0.38";"0.8";"1"
"Risen Knight";"44";"2";"0";"2";"2";"66";"6579";"0.8";"0.53";"0.68";"0.13";"0.5";"0.68";"0.73";"1";"0.52";"0.75";"1";"0.1";"0.75";"0.86"
"Virindi Master";"44";"2";"0";"0";"4";"8";"11205";"1";"1";"1";"0.72";"1";"1";"0.72";"1";"1";"1";"1";"0.5";"1";"0.5"
"Innocuous Doll";"44";"2";"0";"0";"4";"26";"6259";"1";"1";"1";"0.79";"1";"1";"0.79";"1";"1";"1";"1";"0.5";"1";"0.5"
"Dread Mattekar";"44";"2";"0";"2";"2";"13";"6521";"0.46";"0.75";"0.7";"0.07";"0.7";"0.61";"0.07";"0.58";"0.9";"0.86";"0.25";"1";"0.75";"0.25"
"Cragstone Tower Controller Doll";"44";"2";"0";"0";"4";"0";"6259";"1";"1";"1";"0.79";"1";"1";"0.79";"1";"1";"1";"1";"0.5";"1";"0.5"
"Hebian-To Tower Controller Doll";"44";"2";"0";"0";"4";"0";"6259";"1";"1";"1";"0.79";"1";"1";"0.79";"1";"1";"1";"1";"0.5";"1";"0.5"
"Zaikhal Tower Controller Doll";"44";"2";"0";"0";"4";"0";"6259";"1";"1";"1";"0.79";"1";"1";"0.79";"1";"1";"1";"1";"0.5";"1";"0.5"
"Tumerok Lieutenant";"44";"2";"0";"2";"2";"71";"6305";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Tumerok Lieutenant";"44";"2";"0";"2";"2";"72";"6305";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Tumerok Lieutenant";"44";"2";"0";"2";"2";"39";"6305";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Tumerok Major";"44";"2";"0";"2";"2";"56";"6305";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Tumerok Major";"44";"2";"0";"2";"2";"39";"6305";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Tumerok Major";"44";"2";"0";"2";"2";"59";"6305";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Singular Doll";"44";"2";"0";"0";"4";"1";"6259";"1";"1";"1";"0.79";"1";"1";"0.79";"1";"1";"1";"1";"0.5";"1";"0.5"
"New Singularity Director";"44";"2";"0";"0";"4";"0";"11290";"1";"1";"1";"0.72";"1";"1";"0.72";"1";"1";"1";"1";"0.5";"1";"0.5"
"New Singularity Director";"44";"2";"0";"0";"4";"1";"11290";"1";"1";"1";"0.72";"1";"1";"0.72";"1";"1";"1";"1";"0.5";"1";"0.5"
"Virindi Director";"44";"2";"0";"0";"4";"7";"11290";"1";"1";"1";"0.72";"1";"1";"0.72";"1";"1";"1";"1";"0.5";"1";"0.5"
"Bronze Statue of a Sclavus";"44";"2";"0";"2";"2";"10";"6422";"1.2";"1.2";"1.3";"1.2";"1.2";"0.8";"1";"0.1";"0.1";"0.2";"0.5";"0.5";"1";"0.8"
"Mox";"44";"2";"0";"0";"4";"4";"6278";"1";"1";"1";"1";"1";"1";"1.1";"0.45";"0.45";"0.45";"0.3";"0.3";"0";"0.65"
"Olthoi Servant";"44";"2";"0";"2";"2";"149";"6671";"1.1";"0.8";"0.75";"1";"1.1";"1.1";"1";"0.75";"1";"1";"0.75";"0.75";"0.25";"0.3"
"Zombie";"44";"2";"0";"2";"2";"1";"6752";"0.8";"0.42";"0.62";"0.38";"0.5";"0.62";"0.7";"1";"0.52";"0.75";"1";"0.2";"0.75";"0.86"
"Zombie";"44";"2";"0";"2";"2";"1";"6752";"0.8";"0.42";"0.62";"0.38";"0.5";"0.62";"0.7";"1";"0.52";"0.75";"1";"0.2";"0.75";"0.86"
"Skeleton Wraith";"44";"2";"0";"2";"2";"92";"6250";"0.37";"0.16";"0.5";"0.05";"0.82";"0.17";"0.33";"0.58";"0.25";"1";"0.75";"0.3";"0.42";"0.4"
"Tuskie Thrower";"44";"2";"0";"2";"2";"0";"5448";"0.9";"1";"1.1";"0.4";"0.4";"1";"0.6";"0.42";"1";"0.75";"1";"0.75";"0.75";"0.4"
"Tuskie Thrower";"44";"2";"0";"2";"2";"0";"5448";"0.9";"1";"1.1";"0.4";"0.4";"1";"0.6";"0.42";"1";"0.75";"1";"0.75";"0.75";"0.4"
"Banderling Bandit";"44";"2";"0";"2";"2";"48";"6197";"0.46";"0.31";"0.52";"0.46";"0.83";"0.31";"1.09";"0.76";"0.65";"0.5";"1.08";"0.76";"0.65";"1.32"
"Olthoi Swarm Harvester";"44";"2";"0";"2";"2";"4";"6770";"1.1";"0.8";"0.8";"1";"1.1";"1.1";"1";"0.75";"1";"1";"0.75";"0.75";"0.25";"0.4"
"Gotrok Gigas";"44";"2";"0";"2";"2";"78";"6799";"0.57";"0.57";"0.57";"0.36";"0.17";"0.86";"0.8";"0.66";"0.66";"0.66";"0.25";"0.42";"0.9";"1"
"Olthoi Needler";"44";"2";"0";"2";"2";"0";"4589";"1";"1";"1.1";"1";"1.1";"1.5";"1.25";"0.7";"1";"0.75";"0.55";"0.6";"0.25";"0.45"
